Complaint_No,Weapon_Type
20151112171400,"Personal Weapons (hands,feet,teeth,etc.)"
20151112180005,Handgun                                 
20151112180701,"Personal Weapons (hands,feet,teeth,etc.)"
20151112180701,Knife                                   
20151112182700,"Personal Weapons (hands,feet,teeth,etc.)"
20151112184300,"Personal Weapons (hands,feet,teeth,etc.)"
20151112184901,"Personal Weapons (hands,feet,teeth,etc.)"
20151112200200,"Personal Weapons (hands,feet,teeth,etc.)"
20151112200200,Handgun                                 
20151112200802,"Personal Weapons (hands,feet,teeth,etc.)"
20151112205900,"Personal Weapons (hands,feet,teeth,etc.)"
20151112212402,Knife                                   
20151112220901,"Personal Weapons (hands,feet,teeth,etc.)"
20151112232100,"Personal Weapons (hands,feet,teeth,etc.)"
20151112233000,"Personal Weapons (hands,feet,teeth,etc.)"
20151112233905,Vehicle                                 
20151113000400,Handgun                                 
20151113004201,"Personal Weapons (hands,feet,teeth,etc.)"
20151113013800,"Personal Weapons (hands,feet,teeth,etc.)"
20151113023503,Handgun                                 
20151113033501,"Personal Weapons (hands,feet,teeth,etc.)"
20151113035700,Other Cutting Instrument                
20151113040900,Rifle                                   
20151113040900,Handgun                                 
20151113051200,"Personal Weapons (hands,feet,teeth,etc.)"
20151113075701,"Personal Weapons (hands,feet,teeth,etc.)"
20151113080903,"Personal Weapons (hands,feet,teeth,etc.)"
20151113081601,Fire/Burning  Tool/Device               
20151113081901,"Personal Weapons (hands,feet,teeth,etc.)"
20151113090400,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20151113095100,Other Weapon                            
20151113101600,Not Applicable/None                     
20151113102503,"Personal Weapons (hands,feet,teeth,etc.)"
20151113104602,"Personal Weapons (hands,feet,teeth,etc.)"
20151113113600,"Personal Weapons (hands,feet,teeth,etc.)"
20151113115200,Handgun                                 
20151113120902,"Personal Weapons (hands,feet,teeth,etc.)"
20151113123200,"Personal Weapons (hands,feet,teeth,etc.)"
20151113130002,"Personal Weapons (hands,feet,teeth,etc.)"
20151113130101,Other Weapon                            
20151113140606,"Personal Weapons (hands,feet,teeth,etc.)"
20151113150400,"Personal Weapons (hands,feet,teeth,etc.)"
20151113153204,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20151113160300,"Personal Weapons (hands,feet,teeth,etc.)"
20151113160701,"Personal Weapons (hands,feet,teeth,etc.)"
20151113172406,"Personal Weapons (hands,feet,teeth,etc.)"
20151113182801,"Personal Weapons (hands,feet,teeth,etc.)"
20151113183403,Other Weapon                            
20151113192500,"Personal Weapons (hands,feet,teeth,etc.)"
20151113204200,Handgun                                 
20151113204502,Knife                                   
20151113212100,"Personal Weapons (hands,feet,teeth,etc.)"
20151113214004,Handgun                                 
20151113214301,"Personal Weapons (hands,feet,teeth,etc.)"
20151113215303,"Personal Weapons (hands,feet,teeth,etc.)"
20151113221501,Handgun                                 
20151113231603,"Personal Weapons (hands,feet,teeth,etc.)"
20151113234100,"Personal Weapons (hands,feet,teeth,etc.)"
20151114010905,"Personal Weapons (hands,feet,teeth,etc.)"
20151114021200,Handgun                                 
20151114023702,"Personal Weapons (hands,feet,teeth,etc.)"
20151114024301,Handgun                                 
20151114051700,"Personal Weapons (hands,feet,teeth,etc.)"
20151114103900,"Personal Weapons (hands,feet,teeth,etc.)"
20151114113400,"Personal Weapons (hands,feet,teeth,etc.)"
20151114113703,"Personal Weapons (hands,feet,teeth,etc.)"
20151114153000,"Personal Weapons (hands,feet,teeth,etc.)"
20151114153000,Handgun                                 
20151114153000,Knife                                   
20151114154300,Not Applicable/None                     
20151114155600,"Personal Weapons (hands,feet,teeth,etc.)"
20151114155703,Handgun                                 
20151114173703,"Personal Weapons (hands,feet,teeth,etc.)"
20151114181000,Vehicle                                 
20151114185000,"Personal Weapons (hands,feet,teeth,etc.)"
20151114190401,"Personal Weapons (hands,feet,teeth,etc.)"
20151114191501,Not Applicable/None                     
20151114195503,"Personal Weapons (hands,feet,teeth,etc.)"
20151114202302,Handgun                                 
20151114210600,"Personal Weapons (hands,feet,teeth,etc.)"
20151114213700,"Personal Weapons (hands,feet,teeth,etc.)"
20151114220100,"Personal Weapons (hands,feet,teeth,etc.)"
20151114222001,Handgun                                 
20151114224000,"Personal Weapons (hands,feet,teeth,etc.)"
20151114231407,Vehicle                                 
20151114232600,Handgun                                 
20151115000203,"Personal Weapons (hands,feet,teeth,etc.)"
20151115001700,"Personal Weapons (hands,feet,teeth,etc.)"
20151115003401,"Personal Weapons (hands,feet,teeth,etc.)"
20151115003401,Not Applicable/None                     
20151115003500,"Personal Weapons (hands,feet,teeth,etc.)"
20151115012601,"Personal Weapons (hands,feet,teeth,etc.)"
20151115021401,"Personal Weapons (hands,feet,teeth,etc.)"
20151115021600,"Personal Weapons (hands,feet,teeth,etc.)"
20151115021601,Not Applicable/None                     
20151115021800,"Personal Weapons (hands,feet,teeth,etc.)"
20151115022000,Undetermined Firearm                    
20151115022500,Handgun                                 
20151115030000,Handgun                                 
20151115031002,"Personal Weapons (hands,feet,teeth,etc.)"
20151115035200,Handgun                                 
20151115043100,"Personal Weapons (hands,feet,teeth,etc.)"
20151115044401,"Personal Weapons (hands,feet,teeth,etc.)"
20151115045600,"Personal Weapons (hands,feet,teeth,etc.)"
20151115065800,"Personal Weapons (hands,feet,teeth,etc.)"
20151115071000,"Personal Weapons (hands,feet,teeth,etc.)"
20151115090002,"Personal Weapons (hands,feet,teeth,etc.)"
20151115090003,"Personal Weapons (hands,feet,teeth,etc.)"
20151115120500,Handgun                                 
20151115140800,"Personal Weapons (hands,feet,teeth,etc.)"
20151115144300,"Personal Weapons (hands,feet,teeth,etc.)"
20151115151300,Handgun                                 
20151115152000,"Personal Weapons (hands,feet,teeth,etc.)"
20151115153203,Pliers/Wrench                           
20151115155001,Handgun                                 
20151115160300,Unknown/Not Stated                      
20151115160803,"Personal Weapons (hands,feet,teeth,etc.)"
20151115161501,"Personal Weapons (hands,feet,teeth,etc.)"
20151115161502,"Personal Weapons (hands,feet,teeth,etc.)"
20151115164300,"Personal Weapons (hands,feet,teeth,etc.)"
20151115173201,"Personal Weapons (hands,feet,teeth,etc.)"
20151115185700,"Personal Weapons (hands,feet,teeth,etc.)"
20151115192802,"Personal Weapons (hands,feet,teeth,etc.)"
20151115194100,"Personal Weapons (hands,feet,teeth,etc.)"
20151115194703,Handgun                                 
20151115194901,"Personal Weapons (hands,feet,teeth,etc.)"
20151115204002,Handgun                                 
20151115205400,"Personal Weapons (hands,feet,teeth,etc.)"
20151115211201,"Personal Weapons (hands,feet,teeth,etc.)"
20151115214601,Other Weapon                            
20151115220500,Not Applicable/None                     
20151115220500,"Personal Weapons (hands,feet,teeth,etc.)"
20151115221600,"Personal Weapons (hands,feet,teeth,etc.)"
20151115222003,Handgun                                 
20151115225701,"Personal Weapons (hands,feet,teeth,etc.)"
20151115231300,Handgun                                 
20151116002501,"Personal Weapons (hands,feet,teeth,etc.)"
20151116005800,"Personal Weapons (hands,feet,teeth,etc.)"
20151116011001,Handgun                                 
20151116011001,"Personal Weapons (hands,feet,teeth,etc.)"
20151116044901,"Personal Weapons (hands,feet,teeth,etc.)"
20151116054701,Handgun                                 
20151116062700,"Personal Weapons (hands,feet,teeth,etc.)"
20151116090402,"Personal Weapons (hands,feet,teeth,etc.)"
20151116090801,"Personal Weapons (hands,feet,teeth,etc.)"
20151116092507,"Personal Weapons (hands,feet,teeth,etc.)"
20151116092800,Undetermined Firearm                    
20151116093800,Handgun                                 
20151116100902,"Personal Weapons (hands,feet,teeth,etc.)"
20151116103703,Vehicle                                 
20151116124902,Handgun                                 
20151116130500,"Personal Weapons (hands,feet,teeth,etc.)"
20151116131100,Handgun                                 
20151116131201,"Personal Weapons (hands,feet,teeth,etc.)"
20151116133901,"Personal Weapons (hands,feet,teeth,etc.)"
20151116143503,Handgun                                 
20151116151902,"Personal Weapons (hands,feet,teeth,etc.)"
20151116161500,"Personal Weapons (hands,feet,teeth,etc.)"
20151116163400,Handgun                                 
20151116163400,Undetermined Firearm                    
20151116163600,Not Applicable/None                     
20151116164003,"Personal Weapons (hands,feet,teeth,etc.)"
20151116165500,"Personal Weapons (hands,feet,teeth,etc.)"
20151116172302,"Personal Weapons (hands,feet,teeth,etc.)"
20151116173206,Other Weapon                            
20151116180300,Handgun                                 
20151116182100,"Personal Weapons (hands,feet,teeth,etc.)"
20151116182903,"Personal Weapons (hands,feet,teeth,etc.)"
20151116185800,"Personal Weapons (hands,feet,teeth,etc.)"
20151116193302,"Personal Weapons (hands,feet,teeth,etc.)"
20151116193601,"Personal Weapons (hands,feet,teeth,etc.)"
20151116194402,"Personal Weapons (hands,feet,teeth,etc.)"
20151116201101,Handgun                                 
20151116203700,Knife                                   
20151116204901,Narcotics/Drugs                         
20151116215101,"Personal Weapons (hands,feet,teeth,etc.)"
20151116222903,"Personal Weapons (hands,feet,teeth,etc.)"
20151116222904,Not Applicable/None                     
20151116225300,"Personal Weapons (hands,feet,teeth,etc.)"
20151116234200,Handgun                                 
20151116235702,"Personal Weapons (hands,feet,teeth,etc.)"
20151117043500,"Personal Weapons (hands,feet,teeth,etc.)"
20151117085102,"Personal Weapons (hands,feet,teeth,etc.)"
20151117091900,Not Applicable/None                     
20151117092802,"Personal Weapons (hands,feet,teeth,etc.)"
20151117094800,"Personal Weapons (hands,feet,teeth,etc.)"
20151117101503,Knife                                   
20151117102503,Unknown/Not Stated                      
20151117103001,"Personal Weapons (hands,feet,teeth,etc.)"
20151117111200,"Personal Weapons (hands,feet,teeth,etc.)"
20151117115803,"Personal Weapons (hands,feet,teeth,etc.)"
20151117115803,Unknown/Not Stated                      
20151117120100,Handgun                                 
20151117120201,"Personal Weapons (hands,feet,teeth,etc.)"
20151117123802,"Personal Weapons (hands,feet,teeth,etc.)"
20151117130300,Handgun                                 
20151117132902,"Personal Weapons (hands,feet,teeth,etc.)"
20151117134102,"Personal Weapons (hands,feet,teeth,etc.)"
20151117140201,Handgun                                 
20151117143501,"Personal Weapons (hands,feet,teeth,etc.)"
20151117145302,Other Weapon                            
20151117151500,"Personal Weapons (hands,feet,teeth,etc.)"
20151117152804,"Personal Weapons (hands,feet,teeth,etc.)"
20151117155202,Unknown/Not Stated                      
20151117162302,"Personal Weapons (hands,feet,teeth,etc.)"
20151117162500,Knife                                   
20151117162500,"Personal Weapons (hands,feet,teeth,etc.)"
20151117170304,Not Applicable/None                     
20151117182001,Undetermined Firearm                    
20151117184100,Not Applicable/None                     
20151117185900,Undetermined Firearm                    
20151117190104,"Personal Weapons (hands,feet,teeth,etc.)"
20151117190901,"Personal Weapons (hands,feet,teeth,etc.)"
20151117191001,Not Applicable/None                     
20151117194801,"Personal Weapons (hands,feet,teeth,etc.)"
20151117200700,"Personal Weapons (hands,feet,teeth,etc.)"
20151117203801,Undetermined Firearm                    
20151117204602,Handgun                                 
20151117210302,"Personal Weapons (hands,feet,teeth,etc.)"
20151117210902,"Personal Weapons (hands,feet,teeth,etc.)"
20151117211101,Handgun                                 
20151117214303,Handgun                                 
20151117214600,"Personal Weapons (hands,feet,teeth,etc.)"
20151117214600,Not Applicable/None                     
20151117215700,"Personal Weapons (hands,feet,teeth,etc.)"
20151117221201,"Personal Weapons (hands,feet,teeth,etc.)"
20151117223700,"Personal Weapons (hands,feet,teeth,etc.)"
20151118000400,"Personal Weapons (hands,feet,teeth,etc.)"
20151118000701,"Personal Weapons (hands,feet,teeth,etc.)"
20151118034701,"Personal Weapons (hands,feet,teeth,etc.)"
20151118041900,Handgun                                 
20151118044200,"Personal Weapons (hands,feet,teeth,etc.)"
20151118045600,"Personal Weapons (hands,feet,teeth,etc.)"
20151118045600,Knife                                   
20151118060601,"Blunt Object(club,hammer,etc)           "
20151118074000,Key/Lock Bypassing                      
20151118074503,Unknown/Not Stated                      
20151118085100,Handgun                                 
20151118085700,Handgun                                 
20151118094700,"Personal Weapons (hands,feet,teeth,etc.)"
20151118095002,"Personal Weapons (hands,feet,teeth,etc.)"
20151118102501,"Personal Weapons (hands,feet,teeth,etc.)"
20151118102501,Vehicle                                 
20151118103104,Handgun                                 
20151118103702,Handgun                                 
20151118104404,Unknown/Not Stated                      
20151118111300,Undetermined Firearm                    
20151118113106,Not Applicable/None                     
20151118115200,Handgun                                 
20151118121601,Not Applicable/None                     
20151118132402,Handgun                                 
20151118143401,"Personal Weapons (hands,feet,teeth,etc.)"
20151118144506,Not Applicable/None                     
20151118145105,Handgun                                 
20151118145106,Knife                                   
20151118150101,"Personal Weapons (hands,feet,teeth,etc.)"
20151118152802,"Personal Weapons (hands,feet,teeth,etc.)"
20151118152803,"Personal Weapons (hands,feet,teeth,etc.)"
20151118161505,"Personal Weapons (hands,feet,teeth,etc.)"
20151118170401,"Personal Weapons (hands,feet,teeth,etc.)"
20151118172600,"Personal Weapons (hands,feet,teeth,etc.)"
20151118173604,Not Applicable/None                     
20151118174903,"Personal Weapons (hands,feet,teeth,etc.)"
20151118175200,"Personal Weapons (hands,feet,teeth,etc.)"
20151118184005,Undetermined Firearm                    
20151118190801,Handgun                                 
20151118193505,Handgun                                 
20151118193702,"Personal Weapons (hands,feet,teeth,etc.)"
20151118202203,"Personal Weapons (hands,feet,teeth,etc.)"
20151118211701,Handgun                                 
20151118215600,Handgun                                 
20151118215601,Handgun                                 
20151118220901,Not Applicable/None                     
20151118221703,Handgun                                 
20151118222400,"Personal Weapons (hands,feet,teeth,etc.)"
20151118231801,Handgun                                 
20151119000300,Unknown/Not Stated                      
20151119000501,Handgun                                 
20151119010600,Undetermined Firearm                    
20151119010600,Handgun                                 
20151119023603,"Personal Weapons (hands,feet,teeth,etc.)"
20151119023603,Handgun                                 
20151119041000,"Personal Weapons (hands,feet,teeth,etc.)"
20151119042300,"Blunt Object(club,hammer,etc)           "
20151119044500,"Personal Weapons (hands,feet,teeth,etc.)"
20151119070200,Handgun                                 
20151119074601,Other Cutting Instrument                
20151119074601,"Personal Weapons (hands,feet,teeth,etc.)"
20151119080402,"Personal Weapons (hands,feet,teeth,etc.)"
20151119084100,"Personal Weapons (hands,feet,teeth,etc.)"
20151119084102,"Personal Weapons (hands,feet,teeth,etc.)"
20151119090101,"Personal Weapons (hands,feet,teeth,etc.)"
20151119090503,"Personal Weapons (hands,feet,teeth,etc.)"
20151119100700,Knife                                   
20151119100902,"Personal Weapons (hands,feet,teeth,etc.)"
20151119103701,"Personal Weapons (hands,feet,teeth,etc.)"
20151119105102,"Personal Weapons (hands,feet,teeth,etc.)"
20151119111501,"Blunt Object(club,hammer,etc)           "
20151119111501,"Personal Weapons (hands,feet,teeth,etc.)"
20151119112303,"Personal Weapons (hands,feet,teeth,etc.)"
20151119123104,"Personal Weapons (hands,feet,teeth,etc.)"
20151119123500,Knife                                   
20151119124602,Not Applicable/None                     
20151119130201,"Personal Weapons (hands,feet,teeth,etc.)"
20151119132403,"Personal Weapons (hands,feet,teeth,etc.)"
20151119133204,Vehicle                                 
20151119143203,Other Weapon                            
20151119144100,"Personal Weapons (hands,feet,teeth,etc.)"
20151119151302,"Personal Weapons (hands,feet,teeth,etc.)"
20151119154902,Handgun                                 
20151119164300,"Personal Weapons (hands,feet,teeth,etc.)"
20151119170702,"Personal Weapons (hands,feet,teeth,etc.)"
20151119181005,Knife                                   
20151119184604,"Personal Weapons (hands,feet,teeth,etc.)"
20151119184604,Handgun                                 
20151119201702,"Personal Weapons (hands,feet,teeth,etc.)"
20151119201702,Handgun                                 
20151119205702,"Personal Weapons (hands,feet,teeth,etc.)"
20151119210200,"Personal Weapons (hands,feet,teeth,etc.)"
20151119210600,"Personal Weapons (hands,feet,teeth,etc.)"
20151119213800,Handgun                                 
20151119223500,Undetermined Firearm                    
20151119225203,"Personal Weapons (hands,feet,teeth,etc.)"
20151119225602,Other Cutting Instrument                
20151119230301,"Personal Weapons (hands,feet,teeth,etc.)"
20151119235202,"Personal Weapons (hands,feet,teeth,etc.)"
20151120012903,Not Applicable/None                     
20151120013100,Handgun                                 
20151120025400,Handgun                                 
20151120033901,Handgun                                 
20151120071906,"Personal Weapons (hands,feet,teeth,etc.)"
20151120084302,"Personal Weapons (hands,feet,teeth,etc.)"
20151120090501,"Personal Weapons (hands,feet,teeth,etc.)"
20151120091101,Rifle                                   
20151120092001,Other Weapon                            
20151120094202,"Personal Weapons (hands,feet,teeth,etc.)"
20151120094700,"Personal Weapons (hands,feet,teeth,etc.)"
20151120100700,"Personal Weapons (hands,feet,teeth,etc.)"
20151120101800,"Personal Weapons (hands,feet,teeth,etc.)"
20151120102702,"Personal Weapons (hands,feet,teeth,etc.)"
20151120104402,"Personal Weapons (hands,feet,teeth,etc.)"
20151120110202,Handgun                                 
20151120122003,"Personal Weapons (hands,feet,teeth,etc.)"
20151120122201,Not Applicable/None                     
20151120132300,Razor                                   
20151120132802,"Personal Weapons (hands,feet,teeth,etc.)"
20151120135504,"Personal Weapons (hands,feet,teeth,etc.)"
20151120141802,"Personal Weapons (hands,feet,teeth,etc.)"
20151120141900,"Personal Weapons (hands,feet,teeth,etc.)"
20151120142502,"Personal Weapons (hands,feet,teeth,etc.)"
20151120151406,"Personal Weapons (hands,feet,teeth,etc.)"
20151120153000,Handgun                                 
20151120164901,"Personal Weapons (hands,feet,teeth,etc.)"
20151120170503,"Personal Weapons (hands,feet,teeth,etc.)"
20151120171505,"Personal Weapons (hands,feet,teeth,etc.)"
20151120171701,"Personal Weapons (hands,feet,teeth,etc.)"
20151120174700,Handgun                                 
20151120181200,Handgun                                 
20151120183300,"Personal Weapons (hands,feet,teeth,etc.)"
20151120195001,Not Applicable/None                     
20151120200900,"Personal Weapons (hands,feet,teeth,etc.)"
20151120205300,Handgun                                 
20151120205701,Handgun                                 
20151120210303,"Personal Weapons (hands,feet,teeth,etc.)"
20151120212002,"Personal Weapons (hands,feet,teeth,etc.)"
20151120213302,"Personal Weapons (hands,feet,teeth,etc.)"
20151120230204,"Personal Weapons (hands,feet,teeth,etc.)"
20151120230600,"Personal Weapons (hands,feet,teeth,etc.)"
20151120230801,Not Applicable/None                     
20151120232402,"Personal Weapons (hands,feet,teeth,etc.)"
20151120232501,"Personal Weapons (hands,feet,teeth,etc.)"
20151120233301,"Personal Weapons (hands,feet,teeth,etc.)"
20151121002500,"Personal Weapons (hands,feet,teeth,etc.)"
20151121002604,"Personal Weapons (hands,feet,teeth,etc.)"
20151121003100,"Personal Weapons (hands,feet,teeth,etc.)"
20151121005400,"Personal Weapons (hands,feet,teeth,etc.)"
20151121005601,"Personal Weapons (hands,feet,teeth,etc.)"
20151121015901,"Personal Weapons (hands,feet,teeth,etc.)"
20151121021702,"Personal Weapons (hands,feet,teeth,etc.)"
20151121024200,Not Applicable/None                     
20151121032400,"Personal Weapons (hands,feet,teeth,etc.)"
20151121032700,"Personal Weapons (hands,feet,teeth,etc.)"
20151121034200,"Personal Weapons (hands,feet,teeth,etc.)"
20151121040600,"Personal Weapons (hands,feet,teeth,etc.)"
20151121045500,Unknown/Not Stated                      
20151121053401,"Personal Weapons (hands,feet,teeth,etc.)"
20151121090701,Vehicle                                 
20151121104000,Handgun                                 
20151121114800,Other Weapon                            
20151121120901,"Personal Weapons (hands,feet,teeth,etc.)"
20151121123700,Handgun                                 
20151121123800,Handgun                                 
20151121123901,"Personal Weapons (hands,feet,teeth,etc.)"
20151121130200,"Personal Weapons (hands,feet,teeth,etc.)"
20151121131204,"Personal Weapons (hands,feet,teeth,etc.)"
20151121132303,"Personal Weapons (hands,feet,teeth,etc.)"
20151121134504,Handgun                                 
20151121141302,"Personal Weapons (hands,feet,teeth,etc.)"
20151121145500,"Personal Weapons (hands,feet,teeth,etc.)"
20151121145704,"Personal Weapons (hands,feet,teeth,etc.)"
20151121153801,"Personal Weapons (hands,feet,teeth,etc.)"
20151121154507,Not Applicable/None                     
20151121154701,"Personal Weapons (hands,feet,teeth,etc.)"
20151121161902,"Personal Weapons (hands,feet,teeth,etc.)"
20151121172401,Handgun                                 
20151121172501,Other Weapon                            
20151121184702,"Personal Weapons (hands,feet,teeth,etc.)"
20151121185700,"Personal Weapons (hands,feet,teeth,etc.)"
20151121191401,"Personal Weapons (hands,feet,teeth,etc.)"
20151121194101,Handgun                                 
20151121195200,"Personal Weapons (hands,feet,teeth,etc.)"
20151121200100,"Personal Weapons (hands,feet,teeth,etc.)"
20151121200100,Handgun                                 
20151121204601,"Personal Weapons (hands,feet,teeth,etc.)"
20151121204601,Razor                                   
20151121210000,"Personal Weapons (hands,feet,teeth,etc.)"
20151121210501,Handgun                                 
20151121215601,"Personal Weapons (hands,feet,teeth,etc.)"
20151121220000,"Personal Weapons (hands,feet,teeth,etc.)"
20151121224802,"Personal Weapons (hands,feet,teeth,etc.)"
20151121231901,Knife                                   
20151121232501,"Personal Weapons (hands,feet,teeth,etc.)"
20151122004002,"Personal Weapons (hands,feet,teeth,etc.)"
20151122004800,"Personal Weapons (hands,feet,teeth,etc.)"
20151122004800,Other Weapon                            
20151122020101,"Blunt Object(club,hammer,etc)           "
20151122021202,"Personal Weapons (hands,feet,teeth,etc.)"
20151122022100,"Personal Weapons (hands,feet,teeth,etc.)"
20151122022600,Undetermined Firearm                    
20151122041202,"Personal Weapons (hands,feet,teeth,etc.)"
20151122041801,Handgun                                 
20151122073800,Other Weapon                            
20151122074500,Handgun                                 
20151122082400,Handgun                                 
20151122084101,Handgun                                 
20151122092100,"Personal Weapons (hands,feet,teeth,etc.)"
20151122095201,"Personal Weapons (hands,feet,teeth,etc.)"
20151122105700,"Personal Weapons (hands,feet,teeth,etc.)"
20151122111702,"Personal Weapons (hands,feet,teeth,etc.)"
20151122111905,Undetermined Firearm                    
20151122124700,"Personal Weapons (hands,feet,teeth,etc.)"
20151122132300,"Personal Weapons (hands,feet,teeth,etc.)"
20151122143102,Undetermined Firearm                    
20151122160301,"Personal Weapons (hands,feet,teeth,etc.)"
20151122164402,Undetermined Firearm                    
20151122164402,Handgun                                 
20151122165302,"Personal Weapons (hands,feet,teeth,etc.)"
20151122173501,"Personal Weapons (hands,feet,teeth,etc.)"
20151122174602,"Personal Weapons (hands,feet,teeth,etc.)"
20151122174602,Handgun                                 
20151122180805,Undetermined Firearm                    
20151122180805,Handgun                                 
20151122183403,"Personal Weapons (hands,feet,teeth,etc.)"
20151122190904,Other Cutting Instrument                
20151122192901,Knife                                   
20151122194902,"Personal Weapons (hands,feet,teeth,etc.)"
20151122201503,"Personal Weapons (hands,feet,teeth,etc.)"
20151122201901,"Personal Weapons (hands,feet,teeth,etc.)"
20151122202300,"Blunt Object(club,hammer,etc)           "
20151122202300,"Personal Weapons (hands,feet,teeth,etc.)"
20151122202603,Handgun                                 
20151122211700,"Personal Weapons (hands,feet,teeth,etc.)"
20151122212200,"Personal Weapons (hands,feet,teeth,etc.)"
20151122214701,"Personal Weapons (hands,feet,teeth,etc.)"
20151122214701,Knife                                   
20151122221400,Other Firearm                           
20151122223703,Other Weapon                            
20151122223703,"Personal Weapons (hands,feet,teeth,etc.)"
20151122223900,"Personal Weapons (hands,feet,teeth,etc.)"
20151122231102,"Personal Weapons (hands,feet,teeth,etc.)"
20151122233401,"Personal Weapons (hands,feet,teeth,etc.)"
20151122235601,Handgun                                 
20151122235601,"Personal Weapons (hands,feet,teeth,etc.)"
20151123014200,"Personal Weapons (hands,feet,teeth,etc.)"
20151123015100,Unknown/Not Stated                      
20151123023701,Handgun                                 
20151123042200,"Personal Weapons (hands,feet,teeth,etc.)"
20151123042601,"Personal Weapons (hands,feet,teeth,etc.)"
20151123080702,Handgun                                 
20151123081101,Handgun                                 
20151123091803,Handgun                                 
20151123101103,"Personal Weapons (hands,feet,teeth,etc.)"
20151123104900,"Personal Weapons (hands,feet,teeth,etc.)"
20151123115902,Not Applicable/None                     
20151123121100,"Personal Weapons (hands,feet,teeth,etc.)"
20151123122100,"Personal Weapons (hands,feet,teeth,etc.)"
20151123122504,"Personal Weapons (hands,feet,teeth,etc.)"
20151123123000,"Personal Weapons (hands,feet,teeth,etc.)"
20151123130902,"Personal Weapons (hands,feet,teeth,etc.)"
20151123133902,"Personal Weapons (hands,feet,teeth,etc.)"
20151123135003,Shotgun                                 
20151123135902,"Personal Weapons (hands,feet,teeth,etc.)"
20151123145403,"Personal Weapons (hands,feet,teeth,etc.)"
20151123150303,"Personal Weapons (hands,feet,teeth,etc.)"
20151123151106,"Personal Weapons (hands,feet,teeth,etc.)"
20151123153703,"Personal Weapons (hands,feet,teeth,etc.)"
20151123161501,Razor                                   
20151123162202,"Personal Weapons (hands,feet,teeth,etc.)"
20151123164201,Not Applicable/None                     
20151123174203,"Personal Weapons (hands,feet,teeth,etc.)"
20151123180202,Rifle                                   
20151123180502,"Personal Weapons (hands,feet,teeth,etc.)"
20151123181700,"Personal Weapons (hands,feet,teeth,etc.)"
20151123193005,Undetermined Firearm                    
20151123193900,"Personal Weapons (hands,feet,teeth,etc.)"
20151123194001,Handgun                                 
20151123194805,Handgun                                 
20151123201002,Conducted Electrical Weapon             
20151123202701,"Personal Weapons (hands,feet,teeth,etc.)"
20151123202901,"Personal Weapons (hands,feet,teeth,etc.)"
20151123213000,"Personal Weapons (hands,feet,teeth,etc.)"
20151123215402,"Personal Weapons (hands,feet,teeth,etc.)"
20151123222300,Handgun                                 
20151123224700,Handgun                                 
20151123230700,Handgun                                 
20151123232200,"Personal Weapons (hands,feet,teeth,etc.)"
20151124004602,Handgun                                 
20151124021100,Handgun                                 
20151124045700,Handgun                                 
20151124054500,"Personal Weapons (hands,feet,teeth,etc.)"
20151124062500,"Personal Weapons (hands,feet,teeth,etc.)"
20151124074405,"Personal Weapons (hands,feet,teeth,etc.)"
20151124075501,Handgun                                 
20151124075501,Not Applicable/None                     
20151124080900,Knife                                   
20151124080900,Other Cutting Instrument                
20151124081400,"Personal Weapons (hands,feet,teeth,etc.)"
20151124082002,Handgun                                 
20151124093602,"Personal Weapons (hands,feet,teeth,etc.)"
20151124095502,Handgun                                 
20151124105400,Knife                                   
20151124105900,Handgun                                 
20151124110200,"Personal Weapons (hands,feet,teeth,etc.)"
20151124113304,Knife                                   
20151124115300,"Personal Weapons (hands,feet,teeth,etc.)"
20151124115900,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20151124121702,"Personal Weapons (hands,feet,teeth,etc.)"
20151124122901,Knife                                   
20151124130300,"Personal Weapons (hands,feet,teeth,etc.)"
20151124140101,"Personal Weapons (hands,feet,teeth,etc.)"
20151124143900,"Personal Weapons (hands,feet,teeth,etc.)"
20151124144306,"Personal Weapons (hands,feet,teeth,etc.)"
20151124144503,Handgun                                 
20151124152604,"Personal Weapons (hands,feet,teeth,etc.)"
20151124160303,"Personal Weapons (hands,feet,teeth,etc.)"
20151124162604,"Personal Weapons (hands,feet,teeth,etc.)"
20151124170104,Other Weapon                            
20151124174300,Handgun                                 
20151124175800,Handgun                                 
20151124180904,Handgun                                 
20151124193803,Handgun                                 
20151124194801,"Personal Weapons (hands,feet,teeth,etc.)"
20151124195702,Other Weapon                            
20151124200404,"Personal Weapons (hands,feet,teeth,etc.)"
20151124202802,"Personal Weapons (hands,feet,teeth,etc.)"
20151124203301,"Personal Weapons (hands,feet,teeth,etc.)"
20151124204002,Other Firearm                           
20151124204202,Handgun                                 
20151124205700,Handgun                                 
20151124211600,"Personal Weapons (hands,feet,teeth,etc.)"
20151124212600,Other Weapon                            
20151124212700,Handgun                                 
20151124212905,Handgun                                 
20151124224804,Undetermined Firearm                    
20151124225703,"Personal Weapons (hands,feet,teeth,etc.)"
20151124231600,Handgun                                 
20151124231800,Handgun                                 
20151124232200,Handgun                                 
20151125002802,"Personal Weapons (hands,feet,teeth,etc.)"
20151125004501,"Personal Weapons (hands,feet,teeth,etc.)"
20151125005300,Handgun                                 
20151125012101,Handgun                                 
20151125020204,Not Applicable/None                     
