Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20160609192300,    ,Dodge                                                                 ,                              ,"Blue, Light/Blue, Light                                               ",Van                                                                   
20160609201800,2006,Infiniti                                                              ,QX56                          ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160609224102,1999,Honda                                                                 ,CIVIC                         ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20160610021001,2000,Buick                                                                 ,LESABRE                       ,Silver/Silver                                                         ,4-Door                                                                
20160610044500,1993,Toyota                                                                ,COROLLA                       ,Green/Green                                                           ,4-Door                                                                
20160610070102,1998,Dodge                                                                 ,RAM WAGON B350                ,White/White                                                           ,Van                                                                   
20160610073202,2011,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20160610110900,2015,Unknown                                                               ,BOBCAT 3400 XL                ,White/Gray                                                            ,Recreational Vehicle                                                  
20160610121601,2015,Hyundai                                                               ,SONATA                        ,Brown/Brown                                                           ,4-Door                                                                
20160610131600,2011,BMW                                                                   ,328I                          ,Silver/Silver                                                         ,4-Door                                                                
20160610144800,2008,Honda                                                                 ,CRV EX                        ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160610153603,2009,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20160610165201,2016,Hyundai                                                               ,ACCENT                        ,Beige/Beige                                                           ,4-Door                                                                
20160610173701,2008,Toyota                                                                ,PRIUS                         ,White/                                                                ,4-Door                                                                
20160610194601,2000,Ford                                                                  ,EXPEDITION                    ,White/White                                                           ,Sport Utility Vehicle                                                 
20160610212700,2005,Honda                                                                 ,CBR 600 RR                    ,Gray/Black                                                            ,Motorcycle                                                            
20160610223601,2001,Chevrolet                                                             ,MALIBU                        ,Tan/Tan                                                               ,4-Door                                                                
20160611035000,2010,Chrysler                                                              ,MINI VAN                      ,Black/Black                                                           ,Van                                                                   
20160611041701,    ,Mazda                                                                 ,MAZDA 6                       ,Red/Red                                                               ,4-Door                                                                
20160611073200,1998,Lincoln                                                               ,LS                            ,Blue/White                                                            ,4-Door                                                                
20160611085902,2008,BMW                                                                   ,528I                          ,Black/Black                                                           ,4-Door                                                                
20160611085902,2010,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20160611085902,2006,Mini                                                                  ,COOPER                        ,Red/Red                                                               ,2-Door                                                                
20160611085902,2002,Cadillac                                                              ,ESCALADE                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20160611085902,2001,Mercedes Benz                                                         ,SLK320                        ,Silver/Silver                                                         ,2-Door                                                                
20160611085902,2003,BMW                                                                   ,X5                            ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160611112800,2000,Mercury                                                               ,GRAND MARQUIS                 ,Gray/Gray                                                             ,4-Door                                                                
20160611120600,2008,Yamaha                                                                ,C3                            ,Black/Black                                                           ,Moped                                                                 
20160611130500,1996,Honda                                                                 ,CIVIC US DX 2S                ,Silver/Silver                                                         ,2-Door                                                                
20160611142900,2004,Ford                                                                  ,MUSTANG                       ,Silver/Silver                                                         ,2-Door                                                                
20160611152602,2012,Dodge                                                                 ,AVENGER                       ,White/White                                                           ,4-Door                                                                
20160611201302,2006,Toyota                                                                ,CAROLLA                       ,Blue/Blue                                                             ,4-Door                                                                
20160611221801,2014,Other - TAOI MOPED                                                    ,CHARGER                       ,Red/Red                                                               ,Other - MOPED                                                         
20160612012701,2006,Dodge                                                                 ,MAGNUM                        ,Black/Black                                                           ,4-Door                                                                
20160612021903,1995,Other - MAGNUM                                                        ,4X4                           ,Blue/Blue                                                             ,Other - ATV 4X4                                                       
20160612021903,1995,Other - MAGNUM                                                        ,4X4                           ,Blue/Blue                                                             ,Other - ATV 4X4                                                       
20160612060600,2002,Chevrolet                                                             ,CAVALIER                      ,Gray/Gray                                                             ,4-Door                                                                
20160612070000,2004,Saturn - Independent                                                  ,VUE                           ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20160612074000,2016,Honda                                                                 ,CIVIC                         ,Gray/Gray                                                             ,4-Door                                                                
20160612082402,2016,Chevrolet                                                             ,TAHOE                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20160612090300,2005,Volvo                                                                 ,S 60                          ,White/White                                                           ,4-Door                                                                
20160612092801,2008,Saturn - G M Div                                                      ,OUTLOOK                       ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20160612100003,2012,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Silver/Silver                                                         ,4-Door                                                                
20160612100700,2002,Toyota                                                                ,CAMRY                         ,Blue/Blue                                                             ,4-Door                                                                
20160612105000,2012,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20160612141404,1997,Dodge                                                                 ,CARAVAN                       ,Burgundy/Burgundy                                                     ,Van                                                                   
20160612171500,2006,Nissan                                                                ,ALTIMA                        ,Green/Green                                                           ,4-Door                                                                
20160612185703,2010,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20160612210400,2006,Infiniti                                                              ,M45                           ,Black/Black                                                           ,4-Door                                                                
20160612234400,2006,Nissan                                                                ,ALTIMA 2.5S                   ,White/White                                                           ,4-Door                                                                
20160613020500,2016,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20160613071903,2002,Buick                                                                 ,PARK AVE                      ,White/White                                                           ,4-Door                                                                
20160613073004,1999,Lincoln                                                               ,NAVIGOTOR                     ,White/White                                                           ,Sport Utility Vehicle                                                 
20160613091601,2013,Toyota                                                                ,PRIUS                         ,Blue/Blue                                                             ,4-Door                                                                
20160613104702,2004,Kia Motors                                                            ,OPTIMA LX/EX                  ,Gold/Gold                                                             ,4-Door                                                                
20160613112602,2004,Other - CARR TRAILER                                                  ,                              ,Black/Black                                                           ,Other - TRAILER                                                       
20160613120103,2013,Chevrolet                                                             ,MALIBU                        ,Gray/Gray                                                             ,4-Door                                                                
20160613171601,2001,Nissan                                                                ,MAXIMA GXE                    ,Gold/Gold                                                             ,4-Door                                                                
20160613211602,2008,Suzuki                                                                ,GSX1300R HAYABUSA             ,Black/Black                                                           ,Motorcycle                                                            
20160613215201,2005,Chrysler                                                              ,PACIFICA                      ,Green/                                                                ,Sport Utility Vehicle                                                 
20160614021001,2009,Chevrolet                                                             ,HHR                           ,Gray/Gray                                                             ,Other - Multipassenger                                                
20160614072801,2004,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20160614085000,2001,Chevrolet                                                             ,SILVERADO                     ,Tan/Tan                                                               ,Pick-up Truck                                                         
20160614090901,2008,Chevrolet                                                             ,TAHOE                         ,"Blue, Light/Blue, Light                                               ",Sport Utility Vehicle                                                 
20160614091904,2016,Volkswagen                                                            ,JETTA                         ,Red/Red                                                               ,4-Door                                                                
20160614095804,2006,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20160614095804,2006,Mini                                                                  ,COOPER                        ,Red/Red                                                               ,2-Door                                                                
20160614095804,2011,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160614104701,2002,Suzuki                                                                ,GSX-R750                      ,Blue/White                                                            ,Motorcycle                                                            
20160614111400,2015,Toyota                                                                ,CAMARY                        ,Black/Black                                                           ,4-Door                                                                
20160614111400,2006,Infiniti                                                              ,M35 SEDAN/SPOR  4S            ,Unknown/Unknown                                                       ,Unknown                                                               
20160614112402,2006,Audi                                                                  ,A4                            ,Tan/Tan                                                               ,4-Door                                                                
20160614113401,2000,Honda                                                                 ,CIVIS                         ,Red/Red                                                               ,4-Door                                                                
20160614124001,2013,Kia Motors                                                            ,OPTIMA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160614131902,1997,Chevrolet                                                             ,SILVERADO / GMT-400           ,White/White                                                           ,Pick-up Truck                                                         
20160614133402,1990,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20160614133402,1999,Honda                                                                 ,ACCORD                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20160614133402,2001,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20160614133402,2003,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20160614133402,2001,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20160614133402,1999,Lexus                                                                 ,ES300                         ,Tan/Gray                                                              ,4-Door                                                                
20160614140200,2015,Mitsubishi                                                            ,LANCER                        ,White/White                                                           ,4-Door                                                                
20160614151000,2015,Chrysler                                                              ,TOWN & COUNTRY                ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20160614161703,2016,Hyundai                                                               ,SONATA                        ,Silver/Silver                                                         ,4-Door                                                                
20160614194501,2002,Lexus                                                                 ,LS430                         ,Beige/Beige                                                           ,4-Door                                                                
20160614195503,2006,Cadillac                                                              ,DTS                           ,Tan/Tan                                                               ,4-Door                                                                
20160615032001,2016,Ford                                                                  ,FOCUS TITANIUM                ,Gray/Gray                                                             ,4-Door                                                                
20160615032001,2016,Ford                                                                  ,FOCUS TITANIUM                ,Gray/Gray                                                             ,4-Door                                                                
20160615060400,1997,Nissan                                                                ,PATHFINDER                    ,"Green, Dark/Green, Dark                                               ",Sport Utility Vehicle                                                 
20160615082102,2004,BMW                                                                   ,530I                          ,Black/Black                                                           ,4-Door                                                                
20160615083901,2010,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,White/White                                                           ,Sport Utility Vehicle                                                 
20160615085705,1999,Mazda                                                                 ,MIATA MX-5                    ,White/White                                                           ,2-Door                                                                
20160615092600,2005,Ford                                                                  ,EXPLORER                      ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20160615095301,1997,Honda                                                                 ,ACCORD                        ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20160615103501,2015,Chevrolet                                                             ,CAMARO                        ,Gray/Gray                                                             ,2-Door                                                                
20160615105902,1991,Chevrolet                                                             ,S10                           ,Blue/Blue                                                             ,Pick-up Truck                                                         
20160615151004,2015,Toyota                                                                ,4 RUNNER                      ,Silver/Silver                                                         ,4-Door                                                                
20160615151701,2015,Nissan                                                                ,VERSA                         ,Red/Red                                                               ,4-Door                                                                
20160615152600,1993,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20160615173802,2001,Oldsmobile                                                            ,ALERO                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160615220002,2004,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160615234002,1997,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20160616003006,1997,Toyota                                                                ,TACOMA                        ,Red/Red                                                               ,Pick-up Truck                                                         
20160616050500,2006,Volvo                                                                 ,S60                           ,Black/Black                                                           ,4-Door                                                                
20160616060700,2014,Chevrolet                                                             ,TAHOE                         ,White/White                                                           ,4-Door                                                                
20160616064500,2000,Buick                                                                 ,GRAND MARQUIS                 ,Silver/Silver                                                         ,4-Door                                                                
20160616090005,2012,Chevrolet                                                             ,CAMARO                        ,Red/Red                                                               ,2-Door                                                                
20160616105202,2002,Ford                                                                  ,F 150                         ,Green/Green                                                           ,Pick-up Truck                                                         
20160616105202,1997,Mercury                                                               ,VILLAGER                      ,Blue/Blue                                                             ,Van                                                                   
20160616120601,1995,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20160616134901,2005,Toyota                                                                ,CAMRY                         ,Silver/Silver                                                         ,4-Door                                                                
20160616141201,2011,BMW                                                                   ,328I                          ,Silver/Silver                                                         ,4-Door                                                                
20160616144401,2016,Chevrolet                                                             ,TRV                           ,Black/Black                                                           ,4-Door                                                                
20160616155901,2007,Volkswagen                                                            ,BEETLE                        ,Silver/Silver                                                         ,2-Door                                                                
20160616164702,2004,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20160616205200,1999,Toyota                                                                ,CAMRY                         ,Gold/Gold                                                             ,4-Door                                                                
20160617040501,2001,Toyota                                                                ,CAMRY                         ,Tan/Tan                                                               ,4-Door                                                                
20160617044802,2004,Jaguar                                                                ,X TYPE                        ,Silver/Silver                                                         ,4-Door                                                                
20160617060501,2002,Chevrolet                                                             ,SILVERADO                     ,Black/Black                                                           ,Pick-up Truck                                                         
20160617064100,2016,Volkswagen                                                            ,JETTA SE                      ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160617080706,2013,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20160617081600,2008,Kia Motors                                                            ,SPECTRA EX                    ,Silver/Silver                                                         ,4-Door                                                                
20160617082800,1996,Mercedes Benz                                                         ,S320                          ,Black/Black                                                           ,4-Door                                                                
20160617092500,1997,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20160617093901,2015,Suzuki                                                                ,GSX-R750                      ,Blue/Blue                                                             ,Motorcycle                                                            
20160617102701,2005,Other - Eton                                                          ,RXL-150R                      ,Black/Yellow                                                          ,Other - ATV                                                           
20160617102701,    ,Other - POLARIS                                                       ,SPORTSMAN 550                 ,Green/Green                                                           ,Other - ALL-TERRAIN VEHICLE (ATV)                                     
20160617103602,2007,Saturn - Independent                                                  ,VUE                           ,Silver/Silver                                                         ,4-Door                                                                
20160617175700,2009,Pontiac                                                               ,G5                            ,Silver/Silver                                                         ,2-Door                                                                
20160617180801,2015,Dodge                                                                 ,CHARGER                       ,Gray/Gray                                                             ,4-Door                                                                
20160617200600,2011,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,2-Door                                                                
20160617200607,1992,Honda                                                                 ,ACCORD                        ,Gray/                                                                 ,4-Door                                                                
20160618051500,2005,Honda                                                                 ,ACCORD                        ,Blue/Blue                                                             ,4-Door                                                                
20160618065200,2007,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20160618071600,2006,Buick                                                                 ,LACROSSE                      ,Tan/Tan                                                               ,4-Door                                                                
20160618075602,1995,Pontiac                                                               ,GRAND AM                      ,Green/Green                                                           ,2-Door                                                                
20160618075602,2007,Dodge                                                                 ,GRAND CARAVAN                 ,White/White                                                           ,Van                                                                   
20160618075602,2000,Cadillac                                                              ,SEVILLE                       ,White/White                                                           ,4-Door                                                                
20160618101000,2012,General Motors Corp.                                                  ,ACADIA                        ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20160618102802,2004,Kia Motors                                                            ,RIO                           ,Silver/Silver                                                         ,4-Door                                                                
20160618125201,1997,Buick                                                                 ,REGAL LS                      ,Beige/Beige                                                           ,4-Door                                                                
20160618160900,2008,Ford                                                                  ,EXPLORER                      ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160618164802,2006,Mitsubishi                                                            ,LANCER                        ,White/White                                                           ,4-Door                                                                
20160618181000,2006,Chevrolet                                                             ,TRAILBLAZER                   ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160618182000,2016,Jeep - 1989 and Newer                                                 ,COMPASS                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160618183800,2003,Ford                                                                  ,TAURUS                        ,White/White                                                           ,4-Door                                                                
20160618191405,    ,Honda                                                                 ,METROPOLITAN                  ,Blue/Blue                                                             ,Moped                                                                 
20160619020401,2006,Honda                                                                 ,ACCORD                        ,Red/Red                                                               ,4-Door                                                                
20160619054801,1998,Mercedes Benz                                                         ,E320                          ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20160619080205,2011,Mercedes Benz                                                         ,ML350                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20160619105300,2008,Mercury                                                               ,SABLE                         ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20160619111801,2016,Hyundai                                                               ,ELANTRA                       ,Red/Red                                                               ,4-Door                                                                
20160619122200,2004,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160619131503,2010,Toyota                                                                ,CORROLA                       ,White/White                                                           ,4-Door                                                                
20160619131702,2003,Suzuki                                                                ,MOTORCYCLE DR-Z400S           ,Yellow/White                                                          ,Motorcycle                                                            
20160619134300,2007,Volvo                                                                 ,S60                           ,White/White                                                           ,4-Door                                                                
20160619150602,2000,Honda                                                                 ,CIVIC                         ,Blue/Blue                                                             ,4-Door                                                                
20160619191103,2008,Chevrolet                                                             ,HHR                           ,Silver/Silver                                                         ,4-Door                                                                
20160619232601,2008,Yamaha                                                                ,TRAILER                       ,Black/Black                                                           ,Moped                                                                 
20160620003402,2005,Chevrolet                                                             ,COBOLT                        ,Silver/Silver                                                         ,4-Door                                                                
20160620032201,2007,Lexus                                                                 ,GX470                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160620063302,2013,Dodge                                                                 ,JOURNEY                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160620071601,2014,Kia Motors                                                            ,OPTIMA                        ,Bronze/Bronze                                                         ,4-Door                                                                
20160620071700,2001,Isuzu                                                                 ,RODEO                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20160620102202,2005,Chevrolet                                                             ,MALIBU                        ,Silver/Silver                                                         ,4-Door                                                                
20160620132502,2013,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20160620143503,    ,Other - PCC                                                           ,                              ,White/White                                                           ,Moped                                                                 
20160620153101,2002,Dodge                                                                 ,2S                            ,Gray/Gray                                                             ,Van                                                                   
20160620154602,2000,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20160620205700,2006,Other - Moped Baha                                                    ,SC50                          ,Red/Red                                                               ,Moped                                                                 
20160620230302,2011,Chevrolet                                                             ,AVEO                          ,Gray/Gray                                                             ,4-Door                                                                
